"","region","subtype","market","coveragetype","price","cluster"
"11535","CENTRAL","EL TR GEARED","RETAIL","PLATINUM",500.92,2
"12600","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",155.65,6
"95655","SOUTHEAST","EL MACHINE ROOMLESS","OFFICE","PLATINUM",265,2
"78871","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",392.33,8
"14761","CENTRAL","EL TR GEARED","OFFICE","GOLD",312.93,6
"93008","SOUTHEAST","EL DW GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",478.52,3
"75732","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",725,9
"66325","NORTHEAST","EL HY IN-GROUND","OFFICE","GOLD",250,4
"27962","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",75,3
"63596","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",345,4
"28185","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",190,4
"1104","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"33865","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225,7
"108237","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM",250,5
"75189","PACIFIC NORTHWEST","EL DW GEARED","EDUCATION / RELIGION","BRONZE",220,5
"56359","MIDWEST","EL MR HIGH","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",417.98,2
"27787","FLORIDA","EL TR GEARED","MIXED USE BUILDINGS","GOLD",380,6
"36783","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",173.52,1
"44573","MIDWEST","EL HY HOLELESS W/O ROPE","HOSPITAL / HEALTHCARE","PLATINUM",217.23,5
"76694","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",198.5,1
"84717","SOUTH","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",409.52,2
"56906","MIDWEST","EL HYDRAULIC","RETAIL","PLATINUM",225,5
"90780","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",190,7
"100205","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",150,1
"86111","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"88264","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",459,2
"102384","SOUTHWEST","EL HYDRAULIC","OFFICE","BRONZE",81,4
"44808","MIDWEST","EL TR GEARED","RETAIL","GOLD",308,6
"91616","SOUTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","BRONZE",100,1
"85194","SOUTH","EL TR GEARED","OFFICE","PLATINUM",585,2
"3704","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",268.42,7
"56951","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",200,4
"71747","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",150,1
"77187","PACIFIC NORTHWEST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",296.26,3
"100701","SOUTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",176,4
"102527","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",302.03,6
"34496","MID ATLANTIC","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",49000,9
"12773","CENTRAL","EL HYDRAULIC","PARKING GARAGE","PLATINUM",300,8
"30077","FLORIDA","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","PLATINUM",180,3
"92153","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",345,6
"78933","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM",372,2
"24804","FLORIDA","EL MR MED","OFFICE","GOLD",776.2,4
"55321","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",159.65,5
"80718","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",250,1
"120","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",215,7
"17177","CENTRAL","EL HY MRL","EDUCATION / RELIGION","PLATINUM PREMIERE",275,3
"50020","MIDWEST","EL DW GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",563.06,3
"7505","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"71474","NORTHEAST","EL MR LOW","PRIVATE RESIDENTIAL - COMFORT","GOLD",375,6
"27154","FLORIDA","EL HY TWIN POST","AIRPORT","GOLD",180,4
"13254","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",225,5
"90890","SOUTH","EL HY IN-GROUND","OFFICE","PLATINUM",200,2
"42365","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",459.86,2
"81335","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",347.04,8
"111862","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",195,8
"18006","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",120,4
"33885","MID ATLANTIC","EL HY MRL","HOTEL / RESTAURANT","GOLD",160,1
"91908","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",703.38,9
"110323","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",150,4
"66712","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",1421.51,9
"80773","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","BRONZE",225,3
"112370","SOUTHWEST","EL HY MRL","OFFICE","GOLD",180,4
"64402","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",150,1
"95330","SOUTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","GOLD",225,1
"69735","NORTHEAST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","GOLD",500,9
"93186","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM",725,2
"5398","CALIFORNIA","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",179,4
"63523","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",220,1
"74143","PACIFIC NORTHWEST","EL MR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",875,9
"47280","MIDWEST","EL HYDRAULIC","INDUSTRIAL","BRONZE",112,4
"68200","NORTHEAST","EL HYDRAULIC","RETAIL","PLATINUM PREMIERE",520,9
"6673","CALIFORNIA","EL DW GEARED","MIXED USE BUILDINGS","BRONZE",40,7
"23312","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","GOLD",718.59,3
"30957","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",205,3
"1017","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"15921","CENTRAL","EL HOMELIFT","HOSPITAL / HEALTHCARE","BRONZE",115,6
"17290","CENTRAL","EL TR GEARED","OFFICE","GOLD",250,6
"39498","MID ATLANTIC","EL MR GEARED","OFFICE","PLATINUM",564.64,2
"110377","SOUTHWEST","EL HY MRL","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",235,6
"91379","SOUTH","EL HY TELESCOPIC","HOTEL / RESTAURANT","PLATINUM",246.71,2
"42966","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",530,5
"26295","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",135,3
"4494","CALIFORNIA","EL HYDRAULIC","AIRPORT","PLATINUM",450,8
"43556","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",129,5
"112814","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",337.26,7
"28741","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",299.45,3
"112065","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",150,4
"38454","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",325,5
"83719","SOUTH","EL HY MRL","EDUCATION / RELIGION","GOLD",210,1
"110029","SOUTHWEST","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",500,2
"42709","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",119.01,1
"66602","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",1877.97,9
"78706","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",290.02,8
"43824","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",102,1
"67199","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",641.06,9
"63039","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",185,5
"37843","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",410,2
"60679","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",345.93,8
"39564","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",75,7
"57676","MIDWEST","EL HY TWIN POST","OFFICE","GOLD",200,4
"29655","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",301.82,3
"23366","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","GOLD",250,7
"14773","CENTRAL","EL HOMELIFT","EDUCATION / RELIGION","GOLD",290.39,1
"62985","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",225,4
"40483","MID ATLANTIC","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",319,3
"104233","SOUTHWEST","EL TR GEARLESS","OFFICE","GOLD",481.82,6
"102388","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",415,6
"95645","SOUTHEAST","EL HYDRAULIC","OFFICE","PLATINUM",265,5
"36244","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",158.06,1
"101800","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",200,4
"52773","MIDWEST","EL HY HOLELESS W/O ROPE","INDUSTRIAL","PLATINUM",1828.75,2
"80869","PACIFIC NORTHWEST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",275,6
"109734","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",200,3
"11748","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",86,1
"22719","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","GOLD",488,6
"46282","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",350,2
"43301","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",210,5
"52625","MIDWEST","PL HY SCISSORS","EDUCATION / RELIGION","BRONZE",165,1
"100860","SOUTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",230,4
"63553","NORTHEAST","EL HY IN-GROUND","MIXED USE BUILDINGS","GOLD",300,7
"48940","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"74360","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",250.95,8
"82671","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",181.25,5
"50600","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",285,3
"48233","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",180,4
"22895","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",612.24,2
"104378","SOUTHWEST","EL MACHINE ROOMLESS","PARKING GARAGE","PLATINUM PREMIERE",264.06,6
"108340","SOUTHWEST","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",247.57,6
"14652","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",390,2
"40917","MID ATLANTIC","EL HYDRAULIC","OFFICE","PLATINUM",280.07,5
"56732","MIDWEST","EL HY IN-GROUND","HOTEL / RESTAURANT","GOLD",120,4
"95539","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","GOLD",155,1
"113063","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",96,7
"111969","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",120,7
"98683","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM",545,2
"16434","CENTRAL","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM",500,2
"108462","SOUTHWEST","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",230,6
"31462","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",116,5
"6713","CALIFORNIA","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",225,7
"35774","MID ATLANTIC","EL HY TWIN POST","MIXED USE BUILDINGS","PLATINUM",220,5
"62453","NORTHEAST","EL TR GEARLESS","OFFICE","GOLD",637.21,4
"74480","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",290,8
"92854","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",215,7
"5316","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",900,9
"103694","SOUTHWEST","EL TR GEARLESS","OFFICE","PLATINUM",650,2
"48527","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",605.78,4
"21467","FLORIDA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",195,3
"27311","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",275,4
"3832","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",244,7
"56183","MIDWEST","EL TR GEARED","OFFICE","GOLD",275,4
"45299","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",195,6
"51237","MIDWEST","EL HYDRAULIC","OFFICE","BRONZE",80,4
"14772","CENTRAL","EL TR GEARED","OFFICE","GOLD",312.93,6
"11841","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"77084","PACIFIC NORTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",8185.62,9
"48443","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",150,2
"83678","SOUTH","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",350,2
"46389","MIDWEST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",525,9
"15405","CENTRAL","EL TR GEARLESS","OFFICE","GOLD",581.21,4
"63916","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",125,7
"37802","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",185,5
"78397","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",160.66,1
"23027","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",690.07,9
"37172","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",349,5
"95522","SOUTHEAST","EL MR BELTED","OFFICE","PLATINUM",336,2
"74554","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",238.26,1
"104238","SOUTHWEST","EL TR GEARLESS","OFFICE","GOLD",481.82,6
"106318","SOUTHWEST","EL HY TWIN POST","OFFICE","GOLD",237.5,4
"6256","CALIFORNIA","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",165,7
"39054","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",394.59,5
"71289","NORTHEAST","EL HYDRAULIC","INDUSTRIAL","GOLD",275,7
"63703","NORTHEAST","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","GOLD",372.69,6
"92018","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",525,2
"110438","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",135,6
"113579","SOUTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",480,2
"14194","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"19518","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",165.87,3
"698","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",336.59,5
"45477","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",112,5
"49353","MIDWEST","EL TR GEARED","OFFICE","BRONZE",297.72,4
"52428","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",131,4
"97684","SOUTHEAST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",195,1
"7474","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",198.34,5
"96605","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",135,1
"28155","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",200,4
"87806","SOUTH","EL HY MRL","OFFICE","GOLD",250,4
"66599","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",1877.97,9
"89281","SOUTH","EL TR GEARED","OFFICE","PLATINUM PREMIERE",422.74,2
"43441","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",77.5,5
"54603","MIDWEST","EL HY IN-GROUND","OFFICE","GOLD",145,4
"92315","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",311.51,1
"99158","SOUTHEAST","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",150,1
"13365","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",150,5
"107443","SOUTHWEST","EL HYDRAULIC","PARKING GARAGE","PLATINUM",473,8
"2529","CALIFORNIA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",170,7
"104373","SOUTHWEST","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",264.06,6
"72125","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",401.31,8
"94240","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",204.82,3
"56464","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",105,4
"108071","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",330,6
"9397","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",150,7
"55091","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",196,4
"111931","SOUTHWEST","EL MR BELTED","EDUCATION / RELIGION","PLATINUM PREMIERE",112.06,1
"87679","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",245,7
"28412","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",185,4
"108141","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",330,6
"60124","NORTHEAST","EL DW GEARED","OFFICE","GOLD",140,4
"76113","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",643.72,8
"67734","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",500,5
"70420","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",0,1
"87637","SOUTH","EL MACHINE ROOMLESS","OFFICE","PLATINUM",495,2
"5637","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",260,7
"68911","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",503.07,5
"101441","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"112555","SOUTHWEST","EL HY MRL","OFFICE","BRONZE",80,4
"85502","SOUTH","EL MR MED","PRIVATE RESIDENTIAL - COMFORT","GOLD",933.34,2
"92548","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"110388","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",150,4
"87048","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",36063.06,2
"44779","MIDWEST","EL HY IN-GROUND","EDUCATION / RELIGION","PLATINUM",185,5
"58830","MIDWEST","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",390,2
"100439","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",144,1
"98119","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",132,1
"60924","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",62,1
"104561","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",180,5
"65197","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",234.48,7
"40185","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",170,7
"31434","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",116,5
"62124","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",781.17,9
"49452","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",150,4
"90410","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",2169.16,9
"43367","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",367,5
"37194","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",543.42,5
"19897","FLORIDA","EL HOMELIFT","EDUCATION / RELIGION","PLATINUM PREMIERE",281.65,3
"74553","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",238.26,1
"91955","SOUTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",774.98,8
"32437","MID ATLANTIC","EL TR GEARED","OFFICE","BRONZE",115,2
"34812","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",250,5
"67027","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",296.91,9
"31513","FLORIDA","EL TR GEARLESS","INDUSTRIAL","GOLD",471.4,3
"94481","SOUTHEAST","EL HY IN-GROUND","PRIVATE RESIDENTIAL - PREMIUM","GOLD",200,1
"111976","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",120,7
"63919","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"25844","FLORIDA","EL HYDRAULIC","RETAIL","GOLD",225,7
"80014","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",250,4
"1107","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"4252","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",85,1
"94154","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",225,4
"67530","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",7158.44,9
"8599","CALIFORNIA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",36.31,6
"45531","MIDWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM",112,5
"87732","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",222,8
"110533","SOUTHWEST","EL HY MRL","HOTEL / RESTAURANT","GOLD",185,6
"94166","SOUTHEAST","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - PREMIUM","GOLD",380.02,1
"36511","MID ATLANTIC","EL MACHINE ROOMLESS","INDUSTRIAL","GOLD",490,6
"101711","SOUTHEAST","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",225,6
"72368","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",225,8
"13175","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",190,1
"104415","SOUTHWEST","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",264.06,6
"109162","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",152.83,5
"9491","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","GOLD",525,6
"88203","SOUTH","EL MR HIGH","OFFICE","PLATINUM",1091.43,2
"40715","MID ATLANTIC","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",150,5
"45741","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",57003.69,2
"83320","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",50,1
"41852","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",120,1
"86841","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",969.81,2
"19165","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",251.05,3
"92719","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",450,3
"101555","SOUTHEAST","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","GOLD",295,6
"66942","NORTHEAST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",880,9
"54549","MIDWEST","EL TR GEARLESS","OFFICE","GOLD",265,4
"94239","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",204.82,3
"91507","SOUTH","EL HY MRL","HOTEL / RESTAURANT","PLATINUM PREMIERE",305,3
"99528","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",170,1
"75231","PACIFIC NORTHWEST","EL MR HIGH","PARKING GARAGE","PLATINUM PREMIERE",500.8,9
"111230","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",180,7
"96374","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",450,2
"42427","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",660.31,9
"12116","CENTRAL","EL TR GEARED","INDUSTRIAL","BRONZE",67.15,6
"75789","PACIFIC NORTHWEST","EL MR LOW","MIXED USE BUILDINGS","GOLD",465,8
"7521","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",155,1
"63465","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",430.83,6
"13948","CENTRAL","EL HY MRL","OFFICE","GOLD",198,4
"34214","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",2547.8,6
"85050","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",485,2
"94487","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",225,1
"63235","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",280,6
"89424","SOUTH","EL TR GEARED","INDUSTRIAL","BRONZE",768.36,2
"100391","SOUTHEAST","EL HY MRL","OFFICE","GOLD",110,1
"37734","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",298.19,8
"22182","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",145,3
"47106","MIDWEST","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",220,4
"71105","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",266.21,7
"80809","PACIFIC NORTHWEST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",325,8
